src_ip,dst_ip,dst_port,proto,service,duration,src_bytes,dst_bytes,conn_state,missed_bytes,src_pkts,src_ip_bytes,dst_pkts,dst_ip_bytes,label,type
192.168.1.193,192.168.1.37,8080,tcp,-,0.000318,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000121,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000199,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,1.2e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000101,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00012,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000108,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00011,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000421,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000112,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000126,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000188,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000104,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000111,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000271,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8.3e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8.5e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8.9e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,9e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,2e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000106,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00013,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000108,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000191,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,7.8e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8.7e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000147,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000203,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.011734,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,1.7e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,7.1e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000164,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,1.5e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000297,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000315,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,1e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,9.6e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,9.7e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,1.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000105,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000112,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,7e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000168,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000544,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000119,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000126,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000213,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000111,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00013,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000207,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000126,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000133,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.005625,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,2e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000261,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000643,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,9.8e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000102,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000195,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,7.6e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000141,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000204,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,182.87506,8359,415330,S1,83380,45,10171,252,342042,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb;gssapi,10.147272,67847,473,RSTR,15928,48,54423,22,1613,1,backdoor
192.168.1.33,192.168.1.193,135,tcp,dce_rpc,0.001539,72,60,SF,0,6,392,4,276,1,backdoor
192.168.1.193,192.168.1.33,4444,tcp,-,150.852857,9143,558722,S1,84516,119,13915,375,490882,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.018972,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.029768,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb;gssapi,0.010568,136,231,RSTR,0,6,456,5,487,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.0158,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.031447,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.0323,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.035447,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.017396,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.034622,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.02885,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.030718,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.019874,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.01811,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.016681,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.026663,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.027632,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.033743,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.032909,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb;gssapi,0.026179,136,286,RSTR,0,6,456,5,542,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.036785,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,5.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000138,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,6e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.7e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000306,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,7.2e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.8e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000626,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000151,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000155,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.007827,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.3e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000101,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000159,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000165,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000216,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,2.1e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000134,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.00024,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.2e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000107,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000248,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000259,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.006638,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.007585,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000152,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000239,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.2e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000118,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000319,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000114,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000135,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000137,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,8.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000142,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000203,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.6e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,6.5e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.2e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,2e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000107,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.001099,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.1e-05,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.00092,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,2e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000117,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000145,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,7e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000106,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000238,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000101,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000137,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000284,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000109,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000157,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000558,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000126,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,1.5e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.00017,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.5e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000183,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000184,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.0001,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000134,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000156,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000169,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000256,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000296,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,6.9e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000108,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000139,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,8e-06,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,7.4e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000127,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,9.4e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,0.000117,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.33,8080,tcp,-,62.343585,8039,415074,S1,80247,57,10331,252,344919,1,backdoor
192.168.1.33,103.38.120.36,123,udp,-,0.019084,48,48,SF,0,1,76,1,76,1,backdoor
192.168.1.37,121.0.0.42,123,udp,-,0.025204,48,48,SF,0,1,76,1,76,1,backdoor
192.168.1.37,192.168.1.193,135,tcp,dce_rpc,0.000969,72,60,SF,0,6,392,4,276,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb;gssapi,10.110268,67847,473,RSTR,1479,54,69184,24,1717,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.017516,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.033743,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.018425,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb;gssapi,0.013811,136,231,RSTR,0,6,456,5,487,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.016793,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb;gssapi,0.022776,136,286,RSTR,0,6,456,5,542,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.030804,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.029075,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.0302,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.027914,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.030782,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.014791,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.026893,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.034549,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.028321,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.031546,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.033001,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.015782,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.013713,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.37,192.168.1.193,445,tcp,smb,0.032329,4205,0,RSTR,0,7,4577,4,204,1,backdoor
192.168.1.193,192.168.1.37,4444,tcp,-,288.567715,9735,559202,SF,94900,79,12907,355,478514,1,backdoor
192.168.1.33,103.38.120.36,123,udp,-,0.016723,48,48,SF,0,1,76,1,76,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,9.7e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000116,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00011,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000141,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000254,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,8.3e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000134,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.00018,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,7.6e-05,0,0,REJ,0,1,52,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,0.000138,0,0,REJ,0,1,48,1,40,1,backdoor
192.168.1.193,192.168.1.37,8080,tcp,-,332.907737,8791,415810,SF,80079,59,11163,260,346143,1,backdoor
192.168.1.33,192.168.1.193,135,tcp,dce_rpc,0.001532,72,60,SF,0,6,392,4,276,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb;gssapi,10.117197,67847,473,RSTR,0,56,70767,25,1769,1,backdoor
192.168.1.193,192.168.1.33,4444,tcp,-,326.442043,9735,559202,SF,206211,66,12387,281,364243,1,backdoor
192.168.1.33,192.168.1.193,445,tcp,smb,0.028356,4205,0,RSTR,0,7,4577,4,204,1,backdoor
